user|tweet|created_at
Hylen24|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 18:44:54+00:00
Melisamarisol1|Paul Mescal says his favorite #Oscars moment was Olivia Colman winning Best Actress for The Favourite: “I remember watching it and crying along with her.”  One year later, he starred alongside Colman in Maggie Gyllenhaal’s The Lost Daughter, his very first movie. https://t.co/usp60I1cEj|2023-02-14 18:44:11+00:00
AbarzuaAlonso|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 18:43:54+00:00
Laura_Mason94|Austin Butler says meeting Tom Cruise for the first time, at the annual #Oscars luncheon, was "very surreal." https://t.co/E4wZF6gzi5|2023-02-14 18:43:42+00:00
totallykylez|Jesse Eisenberg, 'The Social Network' (Best Actor, 2010) #Oscars #oscarsclip https://t.co/IPtzLkubrc|2023-02-14 18:43:41+00:00
actor_annamalai|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:43:31+00:00
phone_stores|APPLE WATCH   ✅SERIES 7 45MM   ✅PRICE:230,000  ✅UK USED  ✅Dm/Call :07032655719   📍KADUNA   .......... Saskay #Oscars  Arsenal vs Man City #ChampionsLeague So CBN Nationwide #Oshodi Richarlison Musiala Bayern So MTN Antonio Conte Antonio Conte Ogun Adamu Garba Lana Del https://t.co/FISGYdcTsx|2023-02-14 18:43:20+00:00
cesarciffo|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 18:43:19+00:00
actor_annamalai|.@TomCruise with song writer @boselyricist  #RRR #Oscars  luncheon.  @TheAcademy @Variety https://t.co/u1e3hIl6ku|2023-02-14 18:43:17+00:00
stacypforever|Austin Butler and Tom Cruise attend the 95th Annual Oscars Nominees Luncheon at the Beverly Hilton Hotel in Beverly Hills, California. - February 13 https://t.co/AQU4KuwoHr|2023-02-14 18:42:43+00:00
zhorobekovamuk1|Tom Cruise attends the 95th Annual Oscars Nominees Luncheon at The Beverly Hilton on February 13, 2023 https://t.co/T6KAEpJ453|2023-02-14 18:42:32+00:00
Mahmoonbaba|APPLE WATCH   ✅SERIES 7 45MM   ✅PRICE:230,000  ✅UK USED  ✅Dm/Call :07032655719   📍KADUNA   .......... Saskay #Oscars  Arsenal vs Man City #ChampionsLeague So CBN Nationwide #Oshodi Richarlison Musiala Bayern So MTN Antonio Conte Antonio Conte Ogun Adamu Garba Lana Del https://t.co/FISGYdcTsx|2023-02-14 18:42:26+00:00
heyjdream|“@austinbutler talks about what he wanted people to know about #Elvis through his performance in the film #oscars #oscarsluncheon” via Good Morning America https://t.co/qN0pDB3W1y|2023-02-14 18:42:24+00:00
Basil19861|Mine too! On to her win! #MichelleYeoh #EEAAO #Oscars https://t.co/wHiEdwnhcN|2023-02-14 18:42:23+00:00
Mar_DC767620022|Angela Bassett talks about Chadwick Boseman’s legacy at the #Oscars Luncheon 💜 https://t.co/GjdqUY8Ngl|2023-02-14 18:42:09+00:00
RTMac1989|Melinda Dillon is best remembered for her roles in Close Encounters of the Third Kind (1977) and A Christmas Story (1983).  She was nominated for two Oscars, the first for Close Encounters and the second for Absence of Malice (1981). #MelindaDillon #CloseEncountersoftheThirdKind https://t.co/wYbiy7vpou|2023-02-14 18:41:54+00:00
elementalPaul|I love this photo of @TomCruise and @jamieleecurtis at the @TheAcademy #Oscars nominees luncheon! 📷 credit: Valérie Macon/AFP/Getty Images. https://t.co/4hWbDN7QRB|2023-02-14 18:41:54+00:00
emilie_guyton|Angela Bassett: 'I did what I came to do. And I did it well' https://t.co/zphf641Yve|2023-02-14 18:41:36+00:00
NextBestPicture|@OscarFilmFC @InSessionFilm @Road2Oscars @OscarRunnerUp @expert_oscar @MMandOscar @oscars_central @AwardsConnect @Robertdoc1984 @BryanSudfield @thediegoandaluz I personally think it's no. 5 but yeah|2023-02-14 18:41:19+00:00
CoanShoan|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:40:55+00:00
kstewhbu|my girls jessie buckley and claire foy are going to the oscars #womentalking https://t.co/SCIc4wP0mc|2023-02-14 18:40:45+00:00
EdaraRaviteja|" Have you started rehearsals (for #NaatuNaatu ) yet for the performance at the Oscars.  How many people you are bringing over from India ? "  @mmkeeravaani garu : "It's a combination of singers from India &amp; lots of dancers from L.A"  #MMKeeravani #AcademyLuncheon @boselyricist https://t.co/aPpvYjgsPu|2023-02-14 18:40:42+00:00
Crazy4TomCruise|tom cruise will forever be more relevant than the oscars 🙏 https://t.co/M3X8oHRylD|2023-02-14 18:40:39+00:00
CarylYoder|@DiscussingFilm This is why I love the Oscars. Such a diverse group of stars! .|2023-02-14 18:40:22+00:00
OMOOBAS|He's a menace 😎😂   LIKE, RETWEET AND FOLLOW  .......... Saskay #Oscars Arsenal vs Man City #ChampionsLeague So CBN Nationwide #Oshodi Richarlison Musiala Bayern So MTN Antonio Conte Antonio Conte Ogun Adamu Garba Lana Del Rey PGMOL Femi Fani-Kayode"Ladipo https://t.co/11XEicLYj4|2023-02-14 18:40:21+00:00
CurtisSpyro|Steven Soderbergh Talks Sex, Superheroes and His ‘Below Deck’ Fandom - Rolling Stone https://t.co/02pQRowdOq https://t.co/o8I0pyWAvd #Movies #Music #Celebrities #News #Culture #Fun #Netflix #Prime #HULU #Trailers #Streaming #Spotify #Podcasts #Disneyplus|2023-02-14 18:40:00+00:00
latimes|Angela Bassett: 'I did what I came to do. And I did it well' https://t.co/zphf641Yve|2023-02-14 18:40:00+00:00
Beauxxwew|This video of Prince Harry fixing Meghan Markle's hair has 28.9 million views. To put that in perspective, only 23.6 million people tuned in to the Oscars on Sunday night. https://t.co/GEsX8Fk4Qm # via @HuffPostEnt|2023-02-14 18:39:59+00:00
Crazy4TomCruise|Tom Cruise attends the 95th Annual Oscars Nominees Luncheon at The Beverly Hilton on February 13, 2023 https://t.co/T6KAEpJ453|2023-02-14 18:39:53+00:00
MariangelMetal|The Oscars have historically disregarded horror as a serious genre. It's time for them to broaden their limited viewpoint of the genre.  Read the article on @GameRant!  https://t.co/yfzbG4U3Ih https://t.co/YdU489MLOZ|2023-02-14 18:39:49+00:00
Crazy4TomCruise|I wrote up the Oscars luncheon. And @strangevictory_ took these incredible photos for the article: https://t.co/Pc31a7hU5r https://t.co/wmqjRt3OUN|2023-02-14 18:39:49+00:00
martinezcorno|@fonsythesnowman Not really. The majority of Oscars viewers expect a show. No show = no money for The Academy from the network.|2023-02-14 18:39:45+00:00
PavaNTRRR|Lyricist @boselyricist Garu with @TomCruise 🤯🔥❤️‍🔥.  #RRRMovie #TopGunMaverick #Oscars https://t.co/XGzjJt8Nhb|2023-02-14 18:39:31+00:00
cate_soo|Lead actress nominees Michelle Yeoh and Cate Blanchett greet each other at the #OscarsLuncheon. #EEAAO #Tár https://t.co/7lag8zCGZX https://t.co/QawrRdklvg|2023-02-14 18:39:30+00:00
LisaGChgo|AMPAS Pres. Janet Yang asked winners to keep their speeches to 45 sec next month (Mar. 12) at the #Oscars.  Yang also called the #OscarSlap incident "fully unacceptable" + their response "inadequate," promising swift action if any crisis pops up. #Oscars2023 #OscarsLunch https://t.co/EyhqMTjCvT|2023-02-14 18:39:22+00:00
conejuscyn|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:39:15+00:00
RenzoGraciani|Woman from Donbas: “We’re not people? We allowed to be killed?”  -&gt; But also look at places like Yemen and you’ll see innocent people dying all the time … without Sean Penn bringing them Oscars … they’re not worthy?  PS: Video date April 2022 https://t.co/yKDHLkjNdw|2023-02-14 18:39:13+00:00
mahitdzmare|Trent reznor is the funniest guy to exist ever bc he was literally so depressed and suicidal and politicians called him the Antichrist bc of his music in the 90s and now he has 5 kids, two oscars, and produced a Halsey  album 😭|2023-02-14 18:39:01+00:00
Crazy4TomCruise|Tom Cruise’s Star Power Shines Bright at Oscars Luncheon, With Largest Turnout of Nominees in Event History https://t.co/QkoxMwLMrr|2023-02-14 18:39:00+00:00
pinkluvaz|oscars have class photos? lame|2023-02-14 18:38:54+00:00
unIimitedIove|Steven Spielberg to Tom Cruise at the #Oscars luncheon:  https://t.co/SFp9X98IJv|2023-02-14 18:38:48+00:00
DeepakRay63|The #Oscars Class of 2023.  The 95th Academy Awards are on March 12.  @Variety @TheAcademy https://t.co/cYltKazY5Y|2023-02-14 18:38:30+00:00
indiatimes|MM Keeravani, Guneet Monga Meet Tom Cruise And Steven Spielberg At Oscars Nominee Luncheon https://t.co/z8XRA6G7hV #bollywoodnews|2023-02-14 18:38:22+00:00
jjamesbucky|Ke Huy Quan has shared his selfies with Tom Cruise, Brendan Fraser, Hong Chau, Angela Bassett and Brian Tyree Henry from the #Oscars luncheon. https://t.co/6etbLnUrd9|2023-02-14 18:38:16+00:00
johnsoncinepro|.@TomCruise with song writer @boselyricist  #RRR #Oscars  luncheon.  @TheAcademy @Variety https://t.co/u1e3hIl6ku|2023-02-14 18:38:11+00:00
eye_intense|'The response from our organization was inadequate': The Oscars know they dropped the ball on Will Smith's slap https://t.co/WRhq0CUhYs https://t.co/aDc2ImpOP9|2023-02-14 18:38:07+00:00
BrysonHillFreem|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:38:05+00:00
MMandOscar|The time has arrived #FilmTwitter! My first episode is up with @MMandOscar and @geeksaladradio joining me to discuss the Oscars and quite simply: Are they still important to the industry? Give a listen!  https://t.co/4YqgGGZHbP|2023-02-14 18:37:53+00:00
TheLensYT|Funny how Andrea Riseborough wasn't invited to The Oscars luncheon...|2023-02-14 18:37:46+00:00
Brando289354891|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:37:42+00:00
LisaGChgo|#Oscars Class of 2023 photo at the link! Can you find your faves? To name a few... #AustinButler #ColinFarrell #KeHuyQuan #JamieLeeCurtis #MichelleYeoh #BrendanFraser  #Oscars2023 #OscarsLunch https://t.co/EyhqMTjCvT|2023-02-14 18:37:41+00:00
Manaven81284349|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:37:27+00:00
rth_24|I cannot wait for the live #NaatuNaatu performance at the #Oscars 😍😍😍 https://t.co/g18kwOBjkA|2023-02-14 18:37:25+00:00
aeperezt|Who are this year’s Academy Awards contenders, and what do they have to do with open source software?  Find out in our latest article from the LF Blog: https://t.co/GUvKPhhvHE #Oscars #OpenSource @AcademySwf https://t.co/fATH52gLSn|2023-02-14 18:37:09+00:00
LittleJanelle|CALL FOR WRITERS 📣 Interested in writing a 300-word Film Diary on TRIANGLE OF SADNESS or WOMEN TALKING for our upcoming Oscars newsletter?  💌 Email us a quick pitch of how you'd approach the piece + any writing samples: inthemoodmagazine@gmail.com|2023-02-14 18:37:04+00:00
CarlieSass|Talk about the ultimate meeting! Austin Butler and Tom Cruise pose together for photos at the #Oscars Nominees Luncheon. https://t.co/EL5DXKINoy|2023-02-14 18:36:51+00:00
CarlieSass|Hello from the #oscars95    nominee luncheon where @abc7george is talking to the stars including @ImAngelaBassett @austinbutler and @Diane_Warren.  #oscars https://t.co/qex2b93EfH|2023-02-14 18:36:49+00:00
hc8985456|Maverick is back. And nominated for six Oscars. Stream with your £12 offer.|2023-02-14 18:36:37+00:00
OnTheRedCarpet|.@RoshumbaW is on the hunt for some Oscars-worthy bling... and she found the perfect pieces at @ElPaseoJewelers in Palm Desert, CA.  #Oscars   #fashion #jewelry #bling https://t.co/d7LQnGmIOC|2023-02-14 18:36:20+00:00
CarlieSass|Where do we watch this Colin Farrell and Austin Butler movie? #Oscars https://t.co/oxgTuWrEo0|2023-02-14 18:36:19+00:00
doctorfan06|Ke Huy Quan, Angela Bassett, Tom Cruise, Brian Tyree Henry and Kerry Condon at the Oscars luncheon https://t.co/sISU2qCCcl|2023-02-14 18:36:08+00:00
nagase69083194|He's here! @TomCruise, whose #TopGunMaverick is nominated for Best Picture, arrives at the 95th Academy Awards Nominees Luncheon.   @TheAcademy #Oscars   (📸Jordan Strauss/Invision/AP) https://t.co/Vm8UjKeFk6|2023-02-14 18:35:47+00:00
Makira777_777|Almost a year after Will Smith infamously slapped Chris Rock onstage at the Oscars, Academy President Janet Yang told this year's nominees that the incident was "fully unacceptable" and the organization's response was "inadequate." https://t.co/7PMTIf6gkO|2023-02-14 18:35:43+00:00
datwittyrobin|Paul Mescal talks starring opposite Andrew Scott in Andrew Haigh’s ‘STRANGERS’:   “[Andrew] Scott is going to be– touch wood, from my watching on my end, that was beautiful. His performance was so good, just being beside him.”  https://t.co/7Al1PnBUqL https://t.co/8UXMPekQbZ|2023-02-14 18:35:42+00:00
HollywoodNewsWk|The Full Gallery  https://t.co/xc9VnNP36S https://t.co/20yOz9Cs2G|2023-02-14 18:35:36+00:00
JodiBee|Here's the review for #Living with 2 #OscarNominations2023 #OscarNoms for Actor and Screenplay #Oscars https://t.co/W35WGp9Xtd|2023-02-14 18:35:33+00:00
doctorfan06|Paul Mescal talks starring opposite Andrew Scott in Andrew Haigh’s ‘STRANGERS’:   “[Andrew] Scott is going to be– touch wood, from my watching on my end, that was beautiful. His performance was so good, just being beside him.”  https://t.co/7Al1PnBUqL https://t.co/8UXMPekQbZ|2023-02-14 18:35:27+00:00
doctorfan06|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:35:18+00:00
1975jetsfan4|Tom Cruise’s Star Power Shines Bright at Oscars Luncheon, With Largest Turnout of Nominees in Event History https://t.co/QkoxMwLMrr|2023-02-14 18:34:53+00:00
DaBossDon2014|Steven Spielberg to Tom Cruise at the #Oscars luncheon: “You saved Hollywood’s ass… you might have saved theatrical distribution.”  (via @marisatomay)  https://t.co/0tkBwqVQLU|2023-02-14 18:34:47+00:00
veroverito9|THE SILENCE OF THE LAMBS was released on this day 1991. It went on to make history by being one of only three films to win Best Picture, Director, Actor, Actress and Screenplay at the Oscars. https://t.co/4c7ViJdVIl|2023-02-14 18:34:33+00:00
LaCasaDeiSogni6|Michelle Yeoh Wore Chanel To The Oscars Nominees Luncheon  https://t.co/ESoA1iGGJZ https://t.co/GZ4ZIB106q|2023-02-14 18:33:56+00:00
LaCasaDeiSogni6|Cate Blanchett Wore Lanvin To The Oscars Nominees Luncheon  https://t.co/BpyzWApNhA https://t.co/PrSDfKFkZJ|2023-02-14 18:33:54+00:00
kdusc|Jamie Lee Curtis Jokes She's 'Forcing' Husband Christopher Guest to Be Her Oscars Date: 'Poor Guy'  https://t.co/R6WuISCfo4|2023-02-14 18:33:32+00:00
loolrville|Doesn't matter which hits @rihanna chooses for her #SBLVII half-time performance–we know it will be 🔥.  Rihanna is the #RIAATopCertified female artist for digital singles in the Gold &amp; Platinum program with 161.5 million #RIAATopCertified units 🤯  https://t.co/FYlaCePthg|2023-02-14 18:33:22+00:00
Upcoming_Action|Coming soon: Kevin Bacon looks towards the Oscars as The Big Bad Silverman, a shoe designer with a love of murder, enraged by performing on stage in Richard Linklater's 'The Quick And The Liverpool VI' UNTAMED QUIPS!!!|2023-02-14 18:33:04+00:00
lonelytovvn|Colin Farrell  Oscars Class Photo 2023 The Coolest Graduation Picture Ever #ColinFarrell https://t.co/Zg7HQRaqbB|2023-02-14 18:33:03+00:00
MirrorTV|Tom Cruise showcased a bold new look as he appeared almost unrecognisable at the Oscars luncheon in Beverly Hills – where fans mocked his "Trump tan" https://t.co/u1ASkTFKzx|2023-02-14 18:33:02+00:00
fami15a|Extra points for wearing a helmet 😂  LIKE, RETWEET AND FOLLOW  ......... #MSUShooting #14february Suge T-Mobile V-Day AC Milan Character Name Prayers for MSU Oxford Texas Tech LARP Suspect #Oscars JD Vance Bayern The Ohio Suspect #ValentinesDay https://t.co/4bBC2fxrc5|2023-02-14 18:33:02+00:00
MirrorCeleb|Tom Cruise showcased a bold new look as he appeared almost unrecognisable at the Oscars luncheon in Beverly Hills – where fans mocked his "Trump tan" https://t.co/u1ASkTFKzx|2023-02-14 18:33:00+00:00
luckytarock|Maestro @mmkeeravaani &amp; Lyricist @boselyricist with Legendary Steven Spielberg at #AcademyLuncheon 🔥🔥. #NaatuNaatu #Oscars https://t.co/0XGL3G6wpz|2023-02-14 18:32:55+00:00
